date,vw_icc,ew_icc,n_firms,source_file
2025-10-28,0.07269628690478976,0.10397197536862642,3182,data/202510/icc_live_usall_2025_1028.csv
2025-10-29,0.07303142540019729,0.10482534412677287,3181,data/202510/icc_live_usall_2025_1029.csv
2025-10-30,0.07395380198937707,0.10523527285672828,3179,data/202510/icc_live_usall_2025_1030.csv
2025-11-01,0.07386490949089841,0.1047247854147939,3180,data/202510/icc_live_usall_2025_1031.csv
2025-11-03,0.07419815040449596,0.10495163233057424,3179,data/202511/icc_live_usall_2025_1103.csv
2025-11-04,0.07472731262019144,0.10549342837549767,3176,data/202511/icc_live_usall_2025_1104.csv
2025-11-05,0.07442837098529918,0.10474899800104129,3175,data/202511/icc_live_usall_2025_1105.csv
2025-11-06,0.07504567824091135,0.1052244237464618,3183,data/202511/icc_live_usall_2025_1106.csv
2025-11-07,0.07503593650992313,0.10464095317735167,3177,data/202511/icc_live_usall_2025_1107.csv
2025-11-10,0.0742410446272243,0.10365674904434102,3182,data/202511/icc_live_usall_2025_1110.csv
2025-11-11,0.07441450879538435,0.10350947351606728,3180,data/202511/icc_live_usall_2025_1111.csv
2025-11-12,0.07444105800757969,0.10367372811141876,3180,data/202511/icc_live_usall_2025_1112.csv
2025-11-13,0.0753770185257141,0.10466862274858404,3177,data/202511/icc_live_usall_2025_1113.csv
2025-11-14,0.07559675602209201,0.10523967906500992,3178,data/202511/icc_live_usall_2025_1114.csv
2025-11-17,0.07601520806833256,0.10617017777479275,3187,data/202511/icc_live_usall_2025_1117.csv
2025-11-18,0.07629529848339628,0.10584264438798748,3187,data/202511/icc_live_usall_2025_1118.csv
2025-11-19,0.07599215661156775,0.10599206274462564,3191,data/202511/icc_live_usall_2025_1119.csv
2025-11-20,0.07759747697342051,0.1070743169452182,3190,data/202511/icc_live_usall_2025_1120.csv
2025-11-25,0.0763255195943697,0.10510987484061618,3186,data/202511/icc_live_usall_2025_1124.csv
2025-11-26,0.07569571790870135,0.10334451310875786,3190,data/202511/icc_live_usall_2025_1126.csv
2025-11-27,0.0756675748237738,0.103207171499216,3189,data/202511/icc_live_usall_2025_1127.csv
2025-11-28,0.07539068714702347,0.10291966516605518,3189,data/202511/icc_live_usall_2025_1128.csv
2025-12-01,0.0756695106214855,0.10349665482529359,3185,data/202512/icc_live_usall_2025_1201.csv
2025-12-02,0.07559060667262835,0.10364306811874928,3186,data/202512/icc_live_usall_2025_1202.csv
2025-12-03,0.07529966277774987,0.10253610461038988,3188,data/202512/icc_live_usall_2025_1203.csv
2025-12-04,0.0753210781161116,0.10247891365710306,3190,data/202512/icc_live_usall_2025_1204.csv
2025-12-05,0.07531879922144602,0.10266564517204926,3192,data/202512/icc_live_usall_2025_1205.csv
2025-12-08,0.07563049794168546,0.10278156482904316,3191,data/202512/icc_live_usall_2025_1208.csv
2025-12-09,0.07566680667618703,0.10272545332234902,3193,data/202512/icc_live_usall_2025_1209.csv
2025-12-10,0.07602759516816808,0.09983949691753377,3213,data/202512/icc_live_usall_2025_1210.csv
2025-12-11,0.07590050860682938,0.09938382237899915,3214,data/202512/icc_live_usall_2025_1211.csv
2025-12-12,0.07658692014125933,0.09986184204540442,3210,data/202512/icc_live_usall_2025_1212.csv
2025-12-15,0.07669034746055634,0.10003582858742856,3210,data/202512/icc_live_usall_2025_1215.csv
2025-12-16,0.07687081387760814,0.10031051251919063,3208,data/202512/icc_live_usall_2025_1216.csv
2025-12-17,0.07752493868476357,0.10051188076045406,3205,data/202512/icc_live_usall_2025_1217.csv
2025-12-18,0.07715568641416702,0.10046358441295657,3202,data/202512/icc_live_usall_2025_1218.csv
2025-12-19,0.07693298727002962,0.10041956940013473,3202,data/202512/icc_live_usall_2025_1219.csv
2025-12-22,0.07679362442370781,0.09995598941662577,3203,data/202512/icc_live_usall_2025_1222.csv
2025-12-23,0.0766851400129024,0.10016176235599533,3203,data/202512/icc_live_usall_2025_1223.csv
2025-12-24,0.07652809579846252,0.10000687024029421,3202,data/202512/icc_live_usall_2025_1224.csv
2025-12-25,0.07652563977569517,0.10005824677526576,3198,data/202512/icc_live_usall_2025_1225.csv
2025-12-26,0.07658182738464599,0.1001008685850068,3197,data/202512/icc_live_usall_2025_1226.csv
2025-12-29,0.07674541547855644,0.10051701060573877,3197,data/202512/icc_live_usall_2025_1229.csv
2025-12-30,0.07680899931446057,0.10064854759542143,3197,data/202512/icc_live_usall_2025_1230.csv
2025-12-31,0.07717299134519885,0.10101208679708192,3197,data/202512/icc_live_usall_2025_1231.csv
2026-01-01,0.07686395944889199,0.10086771102773132,3198,data/202601/icc_live_usall_2026_0101.csv
2026-01-02,0.0766933138475987,0.10038286830349864,3200,data/202601/icc_live_usall_2026_0102.csv
2026-01-06,0.07561994882973741,0.09952092038945436,3277,data/202601/icc_live_usall_2026_0106.csv
2026-01-07,0.07579760517036518,0.10010750483945852,3276,data/202601/icc_live_usall_2026_0107_r1.csv
2026-01-08,0.07578980310580938,0.09929836461696179,3276,data/202601/icc_live_usall_2026_0108_r1.csv
2026-01-09,0.07541431890261537,0.09915665996124841,3276,data/202601/icc_live_usall_2026_0109_r1.csv
2026-01-12,0.07535403912904108,0.09885419912142057,3277,data/202601/icc_live_usall_2026_0112_r1.csv
2026-01-13,0.07553587779988805,0.09899442589650566,3278,data/202601/icc_live_usall_2026_0113.csv
2026-01-14,0.07555474246663298,0.09871906337819399,3279,data/202601/icc_live_usall_2026_0114_r1.csv
2026-01-15,0.07565536024596203,0.09823876474677103,3277,data/202601/icc_live_usall_2026_0115_r1.csv
2026-01-16,0.07599668546063651,0.09846390271794815,3277,data/202601/icc_live_usall_2026_0116_r1.csv
2026-01-19,0.07595289757283168,0.0985632333663876,3277,data/202601/icc_live_usall_2026_0119_r1.csv
2026-01-20,0.07707435572801603,0.09936707401511197,3281,data/202601/icc_live_usall_2026_0120.csv
2026-01-21,0.07454266637212634,0.09809327017592423,2684,data/202601/icc_live_usall_2026_0121.csv
2026-01-22,0.07444105364673041,0.09780142419244428,2685,data/202601/icc_live_usall_2026_0122_r1.csv
2026-01-23,0.0746841675495182,0.09841565702788554,2686,data/202601/icc_live_usall_2026_0123_r1.csv
2026-01-26,0.07447776461256914,0.09828520677671707,2686,data/202601/icc_live_usall_2026_0126_r1.csv
2026-01-27,0.07470858983330668,0.09849122261765866,2685,data/202601/icc_live_usall_2026_0127_r1.csv
2026-01-28,0.07510118634783204,0.09905096854021464,2685,data/202601/icc_live_usall_2026_0128.csv
2026-01-29,0.07416483490613406,0.09901990907180103,2686,data/202601/icc_live_usall_2026_0129_r1.csv
2026-01-30,0.074875685540565,0.0998891149590918,2684,data/202601/icc_live_usall_2026_0130_r1.csv
2026-02-03,0.07637966668201339,0.10048138079405164,2679,data/202602/icc_live_usall_2026_0203_r1.csv
2026-02-04,0.07850459661039352,0.10051096058845495,2679,data/202602/icc_live_usall_2026_0204_r1.csv
2026-02-05,0.07980948498270742,0.10144519359442954,2680,data/202602/icc_live_usall_2026_0205_r1.csv
2026-02-06,0.0796548119442111,0.10053379660443111,2678,data/202602/icc_live_usall_2026_0206.csv
2026-02-09,0.07934333400673704,0.10033855349585788,2675,data/202602/icc_live_usall_2026_0209.csv
2026-02-10,0.07946229400597292,0.10025893419590168,2677,data/202602/icc_live_usall_2026_0210_r1.csv
2026-02-11,0.07980777619098484,0.10103947239190467,2670,data/202602/icc_live_usall_2026_0211_r1.csv
2026-02-12,0.08084736642824873,0.10278059526571827,2670,data/202602/icc_live_usall_2026_0212_r1.csv
2026-02-13,0.08035371665282101,0.10227974892029698,2671,data/202602/icc_live_usall_2026_0213_r1.csv
2026-02-16,0.08085063430364686,0.1028187741576333,2667,data/202602/icc_live_usall_2026_0216_r1.csv
2026-02-17,0.08107438547557203,0.10323363621349835,2669,data/202602/icc_live_usall_2026_0217.csv
2026-02-18,0.08079543445140301,0.10270188006090429,2674,data/202602/icc_live_usall_2026_0218_r1.csv
2026-02-19,0.08065706186656438,0.10268749178119156,2677,data/202602/icc_live_usall_2026_0219_r1.csv
2026-02-20,0.08013869666476511,0.10209028421156902,2680,data/202602/icc_live_usall_2026_0220_r1.csv
2026-02-23,0.08063573243873495,0.10386494911908828,2675,data/202602/icc_live_usall_2026_0223_r1.csv
2026-02-24,0.08032221802077492,0.10362660056965002,2677,data/202602/icc_live_usall_2026_0224_r1.csv
2026-02-25,0.08027522556300863,0.10347002711294323,2681,data/202602/icc_live_usall_2026_0225.csv
2026-02-26,0.08027617972937484,0.10361109986985244,2684,data/202602/icc_live_usall_2026_0226_r1.csv
2026-02-27,0.08042145131520971,0.1043506339166038,2686,data/202602/icc_live_usall_2026_0227_r1.csv
2026-03-02,0.07991778291584524,0.10428108223693713,2686,data/202603/icc_live_usall_2026_0302_r1.csv
2026-03-03,0.08062021306494623,0.10499386978278458,2685,data/202603/icc_live_usall_2026_0303_r1.csv
2026-03-04,0.08044246629288306,0.10491969791442964,2684,data/202603/icc_live_usall_2026_0304.csv
2026-03-05,0.08167693412719437,0.1058904767896075,2689,data/202603/icc_live_usall_2026_0305.csv
2026-03-06,0.08253483342005986,0.10695999107518762,2691,data/202603/icc_live_usall_2026_0306_r1.csv
2026-03-09,0.08237156345014156,0.10668743598276846,2692,data/202603/icc_live_usall_2026_0309_r1.csv
2026-03-10,0.08255741764762678,0.10710519925796272,2694,data/202603/icc_live_usall_2026_0310_r1.csv
2026-03-11,0.08255052197957262,0.1072111697454007,2696,data/202603/icc_live_usall_2026_0311_r1.csv
2026-03-12,0.0833429789696598,0.10883976805750896,2696,data/202603/icc_live_usall_2026_0312.csv
2026-03-13,0.08358695434410436,0.1093750999077309,2700,data/202603/icc_live_usall_2026_0313.csv
2026-03-16,0.0826270096119614,0.10852652433655587,2700,data/202603/icc_live_usall_2026_0316_r1.csv
2026-03-17,0.08243347893925357,0.10829015661809074,2703,data/202603/icc_live_usall_2026_0317_r1.csv
2026-03-18,0.08327348325183137,0.10910646390925272,2708,data/202603/icc_live_usall_2026_0318_r1.csv
2026-03-19,0.08364827189392098,0.10935955451287094,2709,data/202603/icc_live_usall_2026_0319_r1.csv
2026-03-20,0.08540220830829871,0.11072037751000476,2711,data/202603/icc_live_usall_2026_0320_r1.csv
2026-03-23,0.08428006017463553,0.10949198694799811,2709,data/202603/icc_live_usall_2026_0323.csv
2026-03-24,0.08434569421901288,0.10934003652490776,2708,data/202603/icc_live_usall_2026_0324_r1.csv
2026-03-25,0.08406147179906223,0.10890708733681057,2711,data/202603/icc_live_usall_2026_0325_r1.csv
2026-03-26,0.0848440474575655,0.1099771853152509,2719,data/202603/icc_live_usall_2026_0326_r1.csv
2026-03-27,0.08564840296377041,0.11089131179791485,2721,data/202603/icc_live_usall_2026_0327_r1.csv
2026-03-30,0.08614369564235469,0.11114777565222399,2721,data/202603/icc_live_usall_2026_0330.csv
2026-03-31,0.0846043873892946,0.1095647685619641,2721,data/202603/icc_live_usall_2026_0331.csv
2026-04-01,0.08424483667643325,0.10936895894949063,2729,data/202604/icc_live_usall_2026_0401_r1.csv
2026-04-02,0.08421194385018924,0.10914613775660217,2728,data/202604/icc_live_usall_2026_0402_r1.csv
2026-04-03,0.08406764350186137,0.10850663163115104,2724,data/202604/icc_live_usall_2026_0403_r1.csv
2026-04-06,0.08384452822437223,0.10839900208710555,2726,data/202604/icc_live_usall_2026_0406_r1.csv
2026-04-07,0.08366881372504427,0.10844212699044915,2726,data/202604/icc_live_usall_2026_0407_r1.csv
2026-04-08,0.08229793048606057,0.10724580644786522,2724,data/202604/icc_live_usall_2026_0408.csv
2026-04-09,0.08247046461939787,0.1069540667944698,2726,data/202604/icc_live_usall_2026_0409_r1.csv
2026-04-10,0.08271952705504597,0.10738499787674123,2721,data/202604/icc_live_usall_2026_0410_r1.csv
2026-04-13,0.08231517917655813,0.10647054697404833,2719,data/202604/icc_live_usall_2026_0413_r2.csv
2026-04-14,0.08233123928352122,0.1064137577264621,2719,data/202604/icc_live_usall_2026_0414.csv
